Name,id,display_name,works_api_url,h_index,works_count,country_code
kyriaki kalimeri,https://openalex.org/A5039448366,Kyriaki Kalimeri,https://api.openalex.org/works?filter=author.id:A5039448366,20.0,97.0,IT
elisa omodei,https://openalex.org/A5002901620,Elisa Omodei,https://api.openalex.org/works?filter=author.id:A5002901620,10.0,59.0,AT
marton karsai,https://openalex.org/A5079596102,Márton Karsai,https://api.openalex.org/works?filter=author.id:A5079596102,30.0,207.0,HU
ciro beneduce,https://openalex.org/A5099035918,Ciro Beneduce,https://api.openalex.org/works?filter=author.id:A5099035918,1.0,5.0,IT
massimiliano luca,https://openalex.org/A5034468528,Massimiliano Di Luca,https://api.openalex.org/works?filter=author.id:A5034468528,28.0,167.0,GB
bruno lepri,https://openalex.org/A5048877432,Bruno Lepri,https://api.openalex.org/works?filter=author.id:A5048877432,46.0,353.0,IT
hokyun kim,https://openalex.org/A5100638464,Bokyung Kim,https://api.openalex.org/works?filter=author.id:A5100638464,28.0,102.0,US
bogang jun,https://openalex.org/A5007458424,Bogang Jun,https://api.openalex.org/works?filter=author.id:A5007458424,10.0,46.0,KR
jaehyuk park,https://openalex.org/A5103005408,Jae-Hyuk Park,https://api.openalex.org/works?filter=author.id:A5103005408,28.0,121.0,GB
chiara zappalà,https://openalex.org/A5054943286,Paola Battilani,https://api.openalex.org/works?filter=author.id:A5054943286,52.0,307.0,IT
luca gallo,https://openalex.org/A5025764181,Luca Gallo,https://api.openalex.org/works?filter=author.id:A5025764181,13.0,56.0,HU
jan bachmann,https://openalex.org/A5110209372,Stephan Bachmann,https://api.openalex.org/works?filter=author.id:A5110209372,28.0,109.0,CH
federico battiston,https://openalex.org/A5088448789,Federico Battiston,https://api.openalex.org/works?filter=author.id:A5088448789,29.0,129.0,
diego fregolent mendes de oliveira,https://openalex.org/A5124304715,Diego Fregolent Mendes de Oliveira,https://api.openalex.org/works?filter=author.id:A5124304715,0.0,2.0,US
qian huang,https://openalex.org/A5060120779,Qian Huang,https://api.openalex.org/works?filter=author.id:A5060120779,50.0,190.0,US
xi hong,https://openalex.org/A5006932859,Xihong Lu,https://api.openalex.org/works?filter=author.id:A5006932859,119.0,497.0,CN
xiang zheng,https://openalex.org/A5084195072,Zheng Xiang,https://api.openalex.org/works?filter=author.id:A5084195072,44.0,210.0,CN
chaoqun ni,https://openalex.org/A5022747234,Chaoqun Ni,https://api.openalex.org/works?filter=author.id:A5022747234,19.0,86.0,CN
sandro ferreira sousa,https://openalex.org/A5080530108,Sandro Sousa,https://api.openalex.org/works?filter=author.id:A5080530108,5.0,23.0,
roberta sinatra,https://openalex.org/A5056242621,Roberta Sinatra,https://api.openalex.org/works?filter=author.id:A5056242621,30.0,84.0,DK
zhilong chen,https://openalex.org/A5110843713,Chunliang Lei,https://api.openalex.org/works?filter=author.id:A5110843713,21.0,60.0,CN
maria sahakyan,https://openalex.org/A5039190362,N. Sahakyan,https://api.openalex.org/works?filter=author.id:A5039190362,29.0,231.0,AM
zack zimbalist,https://openalex.org/A5065953496,Zack Zimbalist,https://api.openalex.org/works?filter=author.id:A5065953496,6.0,14.0,AT
anli peng,https://openalex.org/A5085824347,Peng Zhou,https://api.openalex.org/works?filter=author.id:A5085824347,7.0,36.0,CN
jacob aarup dalsgaard,https://openalex.org/A5064988559,Rebekah Baglini,https://api.openalex.org/works?filter=author.id:A5064988559,7.0,40.0,DK
jin ai,https://openalex.org/A5100675358,Ai‐Jun Wang,https://api.openalex.org/works?filter=author.id:A5100675358,81.0,724.0,US
filipi nascimento silva,https://openalex.org/A5025683130,Filipi N. Silva,https://api.openalex.org/works?filter=author.id:A5025683130,17.0,90.0,US
charlotte ren,https://openalex.org/A5030206116,Charlotte Ren,https://api.openalex.org/works?filter=author.id:A5030206116,8.0,33.0,US
calvin isch,https://openalex.org/A5045607021,Calvin Isch,https://api.openalex.org/works?filter=author.id:A5045607021,5.0,23.0,US
neil fasching,https://openalex.org/A5062168541,Neil Fasching,https://api.openalex.org/works?filter=author.id:A5062168541,5.0,11.0,
binglu wang,https://openalex.org/A5043220498,Binglu Wang,https://api.openalex.org/works?filter=author.id:A5043220498,20.0,100.0,CN
weixin liang,https://openalex.org/A5101011426,Weixin Liang,https://api.openalex.org/works?filter=author.id:A5101011426,12.0,30.0,CN
jiahui xue,https://openalex.org/A5010431622,Jianxin Xue,https://api.openalex.org/works?filter=author.id:A5010431622,35.0,226.0,CN
yuhui zhang,https://openalex.org/A5100624915,Yuhui Zhang,https://api.openalex.org/works?filter=author.id:A5100624915,52.0,553.0,HK
hancheng cao,https://openalex.org/A5023364449,Hancheng Cao,https://api.openalex.org/works?filter=author.id:A5023364449,18.0,60.0,CN
dashun wang,https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,35.0,162.0,US
denitsa saynova,https://openalex.org/A5066295934,Denitsa Saynova,https://api.openalex.org/works?filter=author.id:A5066295934,2.0,9.0,
kajsa hansson,https://openalex.org/A5000581052,Kajsa Hansson,https://api.openalex.org/works?filter=author.id:A5000581052,2.0,12.0,SE
bastiaan bruinsma,https://openalex.org/A5101490440,Bastiaan Bruinsma,https://api.openalex.org/works?filter=author.id:A5101490440,8.0,25.0,US
annika fredén,https://openalex.org/A5091010256,Nils Gustafsson,https://api.openalex.org/works?filter=author.id:A5091010256,28.0,176.0,SE
moa johansson,https://openalex.org/A5060248370,Moa Johansson,https://api.openalex.org/works?filter=author.id:A5060248370,15.0,111.0,SE
lluis danus,https://openalex.org/A5002382294,Lluís Danús,https://api.openalex.org/works?filter=author.id:A5002382294,3.0,5.0,ES
guy grossman,https://openalex.org/A5076536404,Guy Grossman,https://api.openalex.org/works?filter=author.id:A5076536404,32.0,201.0,
sandra gonzalez-bailon,https://openalex.org/A5064437896,Sandra González‐Bailón,https://api.openalex.org/works?filter=author.id:A5064437896,31.0,116.0,US
ian van buskirk,https://openalex.org/A5017420997,Ian Van Buskirk,https://api.openalex.org/works?filter=author.id:A5017420997,2.0,4.0,US
ekaterina landgren,https://openalex.org/A5015866712,Ekaterina Landgren,https://api.openalex.org/works?filter=author.id:A5015866712,1.0,10.0,US
marilena hohmann,https://openalex.org/A5012745533,Marilena Hohmann,https://api.openalex.org/works?filter=author.id:A5012745533,1.0,3.0,DK
johan ugander,https://openalex.org/A5072263832,Johan Ugander,https://api.openalex.org/works?filter=author.id:A5072263832,22.0,92.0,US
daniel larremore,https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,33.0,124.0,US
aaron clauset,https://openalex.org/A5014647140,Aaron Clauset,https://api.openalex.org/works?filter=author.id:A5014647140,47.0,267.0,US
ziqing yan,https://openalex.org/A5007130586,Zihan Yan,https://api.openalex.org/works?filter=author.id:A5007130586,24.0,188.0,US
ruiyao liu,https://openalex.org/A5042045761,Ruiyao Liu,https://api.openalex.org/works?filter=author.id:A5042045761,11.0,38.0,CN
jar-der luo,https://openalex.org/A5071165327,Jar‐Der Luo,https://api.openalex.org/works?filter=author.id:A5071165327,16.0,59.0,CN
xiaoming fu,https://openalex.org/A5060631280,Xiaoming Fu,https://api.openalex.org/works?filter=author.id:A5060631280,38.0,119.0,CN
maximilian noichl,https://openalex.org/A5033220137,Maximilian Noichl,https://api.openalex.org/works?filter=author.id:A5033220137,2.0,6.0,NL
samuli reijula,https://openalex.org/A5043181761,Jaakko Kuorikoski,https://api.openalex.org/works?filter=author.id:A5043181761,19.0,75.0,FI
zeyuan chen,https://openalex.org/A5101631516,Zeyuan Chen,https://api.openalex.org/works?filter=author.id:A5101631516,16.0,75.0,CN
ching jin,https://openalex.org/A5019686478,Po‐Ren Hsueh,https://api.openalex.org/works?filter=author.id:A5019686478,106.0,1280.0,TW
yifang ma,https://openalex.org/A5087257186,Yifang Ma,https://api.openalex.org/works?filter=author.id:A5087257186,17.0,95.0,CN
anthony olejniczak,https://openalex.org/A5070489486,Anthony J. Olejniczak,https://api.openalex.org/works?filter=author.id:A5070489486,32.0,91.0,
wenrui huang,https://openalex.org/A5102800569,Wenrui Huang,https://api.openalex.org/works?filter=author.id:A5102800569,39.0,232.0,CN
lingxin hao,https://openalex.org/A5072392110,Lingxin Hao,https://api.openalex.org/works?filter=author.id:A5072392110,31.0,110.0,US
ricardo cevallos,https://openalex.org/A5054504541,Ricardo R. Cevallos,https://api.openalex.org/works?filter=author.id:A5054504541,8.0,17.0,US
hiu ching hung,https://openalex.org/A5038502391,Kevin Kei Ching Hung,https://api.openalex.org/works?filter=author.id:A5038502391,25.0,141.0,US
thorsten piske,https://openalex.org/A5027925493,Thorsten Piske,https://api.openalex.org/works?filter=author.id:A5027925493,11.0,48.0,
chang liu,https://openalex.org/A5100353357,Chang Liu,https://api.openalex.org/works?filter=author.id:A5100353357,80.0,575.0,CN
paula andrea perez-toro,https://openalex.org/A5090347814,Paula Andrea Pérez-Toro,https://api.openalex.org/works?filter=author.id:A5090347814,11.0,73.0,DE
tomás arias vergara,https://openalex.org/A5015908653,Tomás Arias‐Vergara,https://api.openalex.org/works?filter=author.id:A5015908653,17.0,106.0,DE
andreas maier,https://openalex.org/A5101619735,Andreas Maier,https://api.openalex.org/works?filter=author.id:A5101619735,53.0,1697.0,DE
julius koschnick,https://openalex.org/A5032969111,Julius Koschnick,https://api.openalex.org/works?filter=author.id:A5032969111,2.0,2.0,DK
xinlan emily hu,https://openalex.org/A5064296464,Xiaoqing Hu,https://api.openalex.org/works?filter=author.id:A5064296464,27.0,142.0,CN
abdullah almaatouq,https://openalex.org/A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,17.0,101.0,
akira matsui,https://openalex.org/A5082554858,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5082554858,55.0,642.0,JP
fujio toriumi,https://openalex.org/A5040217228,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5040217228,18.0,242.0,JP
mitsuo yoshida,https://openalex.org/A5063652311,Mitsuo Yoshida,https://api.openalex.org/works?filter=author.id:A5063652311,29.0,384.0,JP
taichi murayama,https://openalex.org/A5110823458,Taichi Murayama,https://api.openalex.org/works?filter=author.id:A5110823458,9.0,19.0,
shiori hironaka,https://openalex.org/A5083918574,Shiori Hironaka,https://api.openalex.org/works?filter=author.id:A5083918574,4.0,23.0,
mariana macedo,https://openalex.org/A5091775042,Mariana Petaccia de Macêdo,https://api.openalex.org/works?filter=author.id:A5091775042,21.0,143.0,BR
melanie oyarzun,https://openalex.org/A5073082116,Melanie Oyarzún,https://api.openalex.org/works?filter=author.id:A5073082116,3.0,4.0,CL
cesar a hidalgo,https://openalex.org/A5064297795,César A. Hidalgo,https://api.openalex.org/works?filter=author.id:A5064297795,52.0,248.0,HU
felicia loecherbach,https://openalex.org/A5014175416,Felicia Löecherbach,https://api.openalex.org/works?filter=author.id:A5014175416,8.0,22.0,NL
farhan samir,https://openalex.org/A5086887575,Farhan Samir,https://api.openalex.org/works?filter=author.id:A5086887575,4.0,22.0,CA
chan young park,https://openalex.org/A5100608518,Chan Young Park,https://api.openalex.org/works?filter=author.id:A5100608518,37.0,112.0,KR
anjalie field,https://openalex.org/A5022479813,Anjalie Field,https://api.openalex.org/works?filter=author.id:A5022479813,29.0,131.0,US
zining wang,https://openalex.org/A5100696151,Zining Wang,https://api.openalex.org/works?filter=author.id:A5100696151,23.0,75.0,CN
vered shwartz,https://openalex.org/A5004412943,Mike Lewis,https://api.openalex.org/works?filter=author.id:A5004412943,41.0,109.0,
yulia tsvetkov,https://openalex.org/A5062910836,Yulia Tsvetkov,https://api.openalex.org/works?filter=author.id:A5062910836,35.0,276.0,US
haohan shi,https://openalex.org/A5080203388,Hongrong Shi,https://api.openalex.org/works?filter=author.id:A5080203388,18.0,86.0,CN
yulin yu,https://openalex.org/A5043862313,Yulin Deng,https://api.openalex.org/works?filter=author.id:A5043862313,76.0,338.0,CN
daniel romero,https://openalex.org/A5064158757,Daniel M. Romero,https://api.openalex.org/works?filter=author.id:A5064158757,26.0,111.0,US
jisung yoon,https://openalex.org/A5091604689,Ji Sung Yoon,https://api.openalex.org/works?filter=author.id:A5091604689,22.0,117.0,
chris kempes,https://openalex.org/A5028862879,Christopher P. Kempes,https://api.openalex.org/works?filter=author.id:A5028862879,25.0,140.0,US
seoul lee,https://openalex.org/A5066476974,Seoul Lee,https://api.openalex.org/works?filter=author.id:A5066476974,21.0,116.0,
hyejin youn,https://openalex.org/A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,15.0,57.0,US
juseong kim,https://openalex.org/A5089801384,Ju Seong Kim,https://api.openalex.org/works?filter=author.id:A5089801384,22.0,43.0,KR
cook hyun kim,https://openalex.org/A5043526367,Cook Hyun Kim,https://api.openalex.org/works?filter=author.id:A5043526367,2.0,11.0,GB
jong-min park,https://openalex.org/A5088031513,Jong‐San Chang,https://api.openalex.org/works?filter=author.id:A5088031513,74.0,362.0,CN
heetae kim,https://openalex.org/A5022698469,Heetae Kim,https://api.openalex.org/works?filter=author.id:A5022698469,22.0,126.0,KR
andrea civilini,https://openalex.org/A5031499875,Andrea Civilini,https://api.openalex.org/works?filter=author.id:A5031499875,4.0,14.0,
onkar sadekar,https://openalex.org/A5030437828,Onkar Sadekar,https://api.openalex.org/works?filter=author.id:A5030437828,6.0,14.0,AT
jesus gomez-gardeñes,https://openalex.org/A5084972098,Jesús Gómez‐Gardeñes,https://api.openalex.org/works?filter=author.id:A5084972098,53.0,207.0,
vito latora,https://openalex.org/A5027706684,Vito Latora,https://api.openalex.org/works?filter=author.id:A5027706684,82.0,381.0,
paul schuler,https://openalex.org/A5072853267,Paul Schuler,https://api.openalex.org/works?filter=author.id:A5072853267,15.0,68.0,US
srebrenka letina,https://openalex.org/A5011970474,Srebrenka Letina,https://api.openalex.org/works?filter=author.id:A5011970474,9.0,62.0,IE
károly takács,https://openalex.org/A5015566794,Károly Takács,https://api.openalex.org/works?filter=author.id:A5015566794,21.0,109.0,SE
luca lazzaro,https://openalex.org/A5026459892,Luca Di Lazzaro,https://api.openalex.org/works?filter=author.id:A5026459892,12.0,22.0,IT
mingmin feng,https://openalex.org/A5032616680,Mingmin Feng,https://api.openalex.org/works?filter=author.id:A5032616680,1.0,2.0,US
norina anna furrer,https://openalex.org/A5080488841,Norina Anna Furrer,https://api.openalex.org/works?filter=author.id:A5080488841,1.0,3.0,
manon delvaux,https://openalex.org/A5117102208,Manon Delvaux,https://api.openalex.org/works?filter=author.id:A5117102208,0.0,2.0,
federico cammelli,https://openalex.org/A5061152966,Federico Cammelli,https://api.openalex.org/works?filter=author.id:A5061152966,11.0,28.0,CH
manuel s. mariani,https://openalex.org/A5001360941,Manuel Sebastian Mariani,https://api.openalex.org/works?filter=author.id:A5001360941,14.0,65.0,CH
rene algesheimer,https://openalex.org/A5047024225,René Algesheimer,https://api.openalex.org/works?filter=author.id:A5047024225,22.0,104.0,CH
radu tanase,https://openalex.org/A5108328977,M. Tanase,https://api.openalex.org/works?filter=author.id:A5108328977,3.0,5.0,RO
masaki chujyo,https://openalex.org/A5091548378,Masaki Chujyo,https://api.openalex.org/works?filter=author.id:A5091548378,3.0,12.0,JP
moritz laber,https://openalex.org/A5069952976,Moritz Laber,https://api.openalex.org/works?filter=author.id:A5069952976,1.0,4.0,US
alec kirkley,https://openalex.org/A5058731900,Alec Kirkley,https://api.openalex.org/works?filter=author.id:A5058731900,10.0,59.0,
gergo toth,https://openalex.org/A5063493127,Gergő Tóth,https://api.openalex.org/works?filter=author.id:A5063493127,22.0,143.0,HU
georgios panayiotou,https://openalex.org/A5078725923,George Panayiotou,https://api.openalex.org/works?filter=author.id:A5078725923,14.0,31.0,CY
inga k. wohlert,https://openalex.org/A5116842578,Inga K. Wohlert,https://api.openalex.org/works?filter=author.id:A5116842578,0.0,3.0,SE
miia bask,https://openalex.org/A5070916458,Miia Bask,https://api.openalex.org/works?filter=author.id:A5070916458,10.0,44.0,SE
mikael bask,https://openalex.org/A5091517270,Mikael Bask,https://api.openalex.org/works?filter=author.id:A5091517270,19.0,87.0,SE
ilkka henrik mäkinen,https://openalex.org/A5043880276,Ilkka Mäkinen,https://api.openalex.org/works?filter=author.id:A5043880276,18.0,161.0,SE
rené algesheimer,https://openalex.org/A5047024225,René Algesheimer,https://api.openalex.org/works?filter=author.id:A5047024225,22.0,104.0,CH
elis carlberg larsson,https://openalex.org/A5056708768,Elis Carlberg Larsson,https://api.openalex.org/works?filter=author.id:A5056708768,1.0,6.0,SE
amir ghasemian,https://openalex.org/A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,10.0,26.0,IR
nicholas a. christakis,https://openalex.org/A5010495671,Nicholas A. Christakis,https://api.openalex.org/works?filter=author.id:A5010495671,98.0,407.0,US
douglas richard guilbeault,https://openalex.org/A5036032919,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5036032919,12.0,57.0,US
hirokazu shirado,https://openalex.org/A5002455634,Hirokazu Shirado,https://api.openalex.org/works?filter=author.id:A5002455634,13.0,42.0,US
nicholas d. anderson,https://openalex.org/A5059396155,Hamilton Bennett,https://api.openalex.org/works?filter=author.id:A5059396155,23.0,30.0,US
izabel pirimai aguiar,https://openalex.org/A5050820065,Izabel Pirimai Aguiar,https://api.openalex.org/works?filter=author.id:A5050820065,1.0,1.0,
philip s. chodrow,https://openalex.org/A5043926040,Philip S. Chodrow,https://api.openalex.org/works?filter=author.id:A5043926040,7.0,28.0,US
ole hexel,https://openalex.org/A5044895611,Ole Hexel,https://api.openalex.org/works?filter=author.id:A5044895611,2.0,6.0,
yann renisio,https://openalex.org/A5078658990,Yann Renisio,https://api.openalex.org/works?filter=author.id:A5078658990,4.0,30.0,FR
tobias dalberg,https://openalex.org/A5070635389,Tobias Dalberg,https://api.openalex.org/works?filter=author.id:A5070635389,5.0,28.0,SE
rense corten,https://openalex.org/A5037146201,Rense Corten,https://api.openalex.org/works?filter=author.id:A5037146201,21.0,101.0,NL
laura boeschoten,https://openalex.org/A5021589283,Laura Boeschoten,https://api.openalex.org/works?filter=author.id:A5021589283,11.0,46.0,NL
thijs carrière,https://openalex.org/A5093064100,Thijs Cornelis Carrière,https://api.openalex.org/works?filter=author.id:A5093064100,3.0,8.0,NL
stein jongerius,https://openalex.org/A5114445219,Stein Jongerius,https://api.openalex.org/works?filter=author.id:A5114445219,1.0,10.0,
bella struminskaya,https://openalex.org/A5059953820,Bella Struminskaya,https://api.openalex.org/works?filter=author.id:A5059953820,14.0,72.0,
joris mulder,https://openalex.org/A5025801659,Joris Mulder,https://api.openalex.org/works?filter=author.id:A5025801659,31.0,159.0,NL
parisa zahedi,https://openalex.org/A5058508760,Parisa Zahedi,https://api.openalex.org/works?filter=author.id:A5058508760,3.0,5.0,NL
shiva nadi najafabadi,https://openalex.org/A5114445221,Shiva Nadi Najafabadi,https://api.openalex.org/works?filter=author.id:A5114445221,1.0,3.0,NL
adriënne mendrik,https://openalex.org/A5015319043,Adriënne M. Mendrik,https://api.openalex.org/works?filter=author.id:A5015319043,14.0,43.0,NL
robert west,https://openalex.org/A5059645286,Robert West,https://api.openalex.org/works?filter=author.id:A5059645286,132.0,2617.0,GB
luca rossi,https://openalex.org/A5016589479,Luca Rossi,https://api.openalex.org/works?filter=author.id:A5016589479,29.0,238.0,IT
subhayan mukerjee,https://openalex.org/A5067134501,Subhayan Mukerjee,https://api.openalex.org/works?filter=author.id:A5067134501,9.0,34.0,SG
rasika muralidharan,https://openalex.org/A5055063198,R. Muralidharan,https://api.openalex.org/works?filter=author.id:A5055063198,7.0,26.0,US
alexandre bovet,https://openalex.org/A5018986925,Alexandre Bovet,https://api.openalex.org/works?filter=author.id:A5018986925,15.0,84.0,
jacopo lenti,https://openalex.org/A5022790022,Jacopo Lenti,https://api.openalex.org/works?filter=author.id:A5022790022,4.0,22.0,IT
upasana dutta,https://openalex.org/A5065218859,Upasana Dutta,https://api.openalex.org/works?filter=author.id:A5065218859,5.0,12.0,IN
yasmine houri,https://openalex.org/A5073874233,Yasmine Houri,https://api.openalex.org/works?filter=author.id:A5073874233,1.0,1.0,FR
bojan evkoski,https://openalex.org/A5038050687,Bojan Evkoski,https://api.openalex.org/works?filter=author.id:A5038050687,3.0,17.0,AT
petra kralj novak,https://openalex.org/A5072261415,Petra Kralj Novak,https://api.openalex.org/works?filter=author.id:A5072261415,20.0,96.0,AT
zoltan kmetty,https://openalex.org/A5015694492,Zoltán Kmetty,https://api.openalex.org/works?filter=author.id:A5015694492,12.0,95.0,HU
adam stefkovics,https://openalex.org/A5074354806,Ádám Stefkovics,https://api.openalex.org/works?filter=author.id:A5074354806,7.0,46.0,US
gabriele di bona,https://openalex.org/A5065919650,Paola Tubaro,https://api.openalex.org/works?filter=author.id:A5065919650,22.0,226.0,FR
emma fraxanet,https://openalex.org/A5092474581,Emma Fraxanet,https://api.openalex.org/works?filter=author.id:A5092474581,1.0,6.0,ES
björn komander,https://openalex.org/A5099860123,Björn Komander,https://api.openalex.org/works?filter=author.id:A5099860123,1.0,1.0,
andrea lo sasso,https://openalex.org/A5102699008,Andrea Lo Sasso,https://api.openalex.org/works?filter=author.id:A5102699008,1.0,1.0,
virginia morini,https://openalex.org/A5084991203,Virginia Morini,https://api.openalex.org/works?filter=author.id:A5084991203,5.0,32.0,IT
max falkenberg,https://openalex.org/A5085884601,Max Falkenberg,https://api.openalex.org/works?filter=author.id:A5085884601,7.0,41.0,GB
alessandro galeazzi,https://openalex.org/A5047301239,Alessandro Galeazzi,https://api.openalex.org/works?filter=author.id:A5047301239,13.0,52.0,IT
szymon talaga,https://openalex.org/A5031702282,Szymon Talaga,https://api.openalex.org/works?filter=author.id:A5031702282,6.0,24.0,PL
magdalena wojcieszak,https://openalex.org/A5044652655,Magdalena Wojcieszak,https://api.openalex.org/works?filter=author.id:A5044652655,39.0,177.0,PL
dominik batorski,https://openalex.org/A5050286782,Dominik Batorski,https://api.openalex.org/works?filter=author.id:A5050286782,13.0,63.0,PL
mohsen mosleh,https://openalex.org/A5052536455,Mohsen Mosleh,https://api.openalex.org/works?filter=author.id:A5052536455,26.0,125.0,US
jennifer allen,https://openalex.org/A5027729234,Jennifer D. Allen,https://api.openalex.org/works?filter=author.id:A5027729234,47.0,154.0,US
david rand,https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,97.0,566.0,US
hongkai mao,https://openalex.org/A5108276415,H. K. Mao,https://api.openalex.org/works?filter=author.id:A5108276415,7.0,61.0,CN
joshua conrad jackson,https://openalex.org/A5033771984,Joshua Conrad Jackson,https://api.openalex.org/works?filter=author.id:A5033771984,31.0,142.0,US
yutong jiang,https://openalex.org/A5019943830,Yutong Jiang,https://api.openalex.org/works?filter=author.id:A5019943830,24.0,162.0,CN
alex koch,https://openalex.org/A5007830440,Alex Koch,https://api.openalex.org/works?filter=author.id:A5007830440,24.0,79.0,
yuan chang leong,https://openalex.org/A5090526778,Yuan Chang Leong,https://api.openalex.org/works?filter=author.id:A5090526778,15.0,59.0,US
william j brady,https://openalex.org/A5052195406,William J. Brady,https://api.openalex.org/works?filter=author.id:A5052195406,32.0,231.0,
katherine van koevering,https://openalex.org/A5017708876,Katherine Van Koevering,https://api.openalex.org/works?filter=author.id:A5017708876,2.0,9.0,
shambhobi bhattacharya,https://openalex.org/A5113373189,Shambhobi Bhattacharya,https://api.openalex.org/works?filter=author.id:A5113373189,0.0,1.0,
jon kleinberg,https://openalex.org/A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,115.0,563.0,US
matt debutts,https://openalex.org/A5092113818,Matt DeButts,https://api.openalex.org/works?filter=author.id:A5092113818,2.0,3.0,US
burak ozturan,https://openalex.org/A5029971817,Korhan Özkan,https://api.openalex.org/works?filter=author.id:A5029971817,19.0,175.0,TR
david lazer,https://openalex.org/A5013670125,David Lazer,https://api.openalex.org/works?filter=author.id:A5013670125,62.0,513.0,US
nir grinberg,https://openalex.org/A5079648413,Nir Grinberg,https://api.openalex.org/works?filter=author.id:A5079648413,9.0,31.0,IL
alexi quintana mathé,https://openalex.org/A5089842725,Alexi Quintana,https://api.openalex.org/works?filter=author.id:A5089842725,13.0,133.0,US
chiara drolsbach,https://openalex.org/A5058128327,Chiara Drolsbach,https://api.openalex.org/works?filter=author.id:A5058128327,5.0,11.0,
nicolas pröllochs,https://openalex.org/A5048633988,Nicolas Pröllochs,https://api.openalex.org/works?filter=author.id:A5048633988,22.0,102.0,
patrick gildersleve,https://openalex.org/A5070221432,Patrick Gildersleve,https://api.openalex.org/works?filter=author.id:A5070221432,5.0,15.0,
anna beers,https://openalex.org/A5003185083,Andrew Beers,https://api.openalex.org/works?filter=author.id:A5003185083,22.0,80.0,US
viviane ito,https://openalex.org/A5031948957,Viviane Eiko Ito Yamasaki,https://api.openalex.org/works?filter=author.id:A5031948957,2.0,9.0,
agustin orozco,https://openalex.org/A5006771869,José Agustín Orozco-Castillo,https://api.openalex.org/works?filter=author.id:A5006771869,2.0,2.0,MX
francesca bolla tripodi,https://openalex.org/A5005439864,Francesca Bolla Tripodi,https://api.openalex.org/works?filter=author.id:A5005439864,7.0,52.0,US
anastasia golovin,https://openalex.org/A5040873440,Anastasia Golovin,https://api.openalex.org/works?filter=author.id:A5040873440,5.0,18.0,DE
erica cai,https://openalex.org/A5084862136,Erica P. Cai,https://api.openalex.org/works?filter=author.id:A5084862136,16.0,40.0,US
xi chen,https://openalex.org/A5100329996,Xi Chen,https://api.openalex.org/works?filter=author.id:A5100329996,114.0,2257.0,CN
reagan grey keeney,https://openalex.org/A5117865417,Reagan Grey Keeney,https://api.openalex.org/works?filter=author.id:A5117865417,0.0,2.0,US
brendan o'connor,https://openalex.org/A5074307166,Brendan O’Connor,https://api.openalex.org/works?filter=author.id:A5074307166,37.0,138.0,
ethan zuckerman,https://openalex.org/A5049679668,Ethan Zuckerman,https://api.openalex.org/works?filter=author.id:A5049679668,23.0,96.0,US
przemyslaw a. grabowicz,https://openalex.org/A5063837575,Przemyslaw A. Grabowicz,https://api.openalex.org/works?filter=author.id:A5063837575,14.0,57.0,IE
seungwoong ha,https://openalex.org/A5036160733,Sejin Ha,https://api.openalex.org/works?filter=author.id:A5036160733,29.0,117.0,US
henrik olsson,https://openalex.org/A5016057473,Henrik Olsson,https://api.openalex.org/works?filter=author.id:A5016057473,36.0,208.0,SE
vicenç gomez,https://openalex.org/A5053716315,Vicenç Gómez,https://api.openalex.org/works?filter=author.id:A5053716315,21.0,118.0,ES
andreas kaltenbrunner,https://openalex.org/A5053529497,Andreas Kaltenbrunner,https://api.openalex.org/works?filter=author.id:A5053529497,27.0,134.0,ES
max pellert,https://openalex.org/A5019136836,Max Pellert,https://api.openalex.org/works?filter=author.id:A5019136836,11.0,27.0,ES
emma bonutti d'agostini,https://openalex.org/A5119050137,Emma Bonutti d'Agostini,https://api.openalex.org/works?filter=author.id:A5119050137,1.0,1.0,FR
etienne ollion,https://openalex.org/A5022704573,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5022704573,17.0,131.0,
miriam hurtado bodell,https://openalex.org/A5057262624,Miriam Hurtado Bodell,https://api.openalex.org/works?filter=author.id:A5057262624,3.0,12.0,
måns magnusson,https://openalex.org/A5037231816,Måns Magnusson,https://api.openalex.org/works?filter=author.id:A5037231816,10.0,23.0,SE
lisa oswald,https://openalex.org/A5072281431,Lisa Oswald,https://api.openalex.org/works?filter=author.id:A5072281431,8.0,27.0,DE
william small schulz,https://openalex.org/A5108156362,WILLIAM SCHULZ,https://api.openalex.org/works?filter=author.id:A5108156362,6.0,200.0,US
philipp lorenz-spreen,https://openalex.org/A5026949484,Philipp Lorenz-Spreen,https://api.openalex.org/works?filter=author.id:A5026949484,20.0,82.0,DE
